id,uses_spaces,uses_recipes,uses_home,has_extension,has_app,avg_ctr,avg_num_queries
98,False,False,False,True,True,0.9672680846645593,15.221901320874725
99,False,False,False,False,False,0.9165414692527983,13.353610700006469
101,False,False,False,True,True,0.7688780775514477,9.695908300499934
102,False,False,False,False,False,0.7466907974693348,11.364872053642301
103,False,False,False,False,False,0.8991554028382727,21.22747931366715
104,False,False,False,False,False,0.7412529706901928,5.17730248075484
105,False,False,False,False,False,0.164672584623757,7.06963036937538
106,True,True,False,False,False,0.823625189520401,6.508981587813256
108,False,True,False,False,False,0.3280415217578939,21.623815095426796
109,False,False,True,True,True,0.6464526033892296,2.657552831622563
110,False,False,False,False,False,0.865647443241002,11.888489522574558
111,False,False,True,True,True,0.24285977487457222,2.593655110770035
112,False,False,True,True,False,0.021745900536517038,6.455279914646786
114,True,False,False,True,True,0.16960811513817897,15.48916908792236
115,False,False,False,True,True,0.6870841055012222,15.024598053075014
116,False,False,False,False,False,0.7992657967404708,21.092296007050837
117,True,False,False,False,True,0.8151579504494156,21.994195964317417
118,False,False,False,False,False,0.24157888426837226,11.466926489901857
120,True,False,True,False,False,0.7128762689705813,16.846106503738014
121,False,False,False,False,True,0.4878112149434102,3.9982207644421712
122,True,False,False,True,True,0.754093993354593,4.125598838699472
123,False,True,False,False,True,0.6118826524443932,16.748358204777055
124,True,False,True,True,False,0.5130219897027619,9.563420256990177
125,False,False,False,True,True,0.7275194432725284,7.344993508454552
126,True,False,False,False,False,0.28485909904069395,17.053267612149288
128,True,False,False,False,False,0.24274878953528045,2.29721813491006
130,False,True,False,False,False,0.1849698586129498,20.012229333218443
131,True,False,False,False,False,0.7980321235255147,17.447123703921463
132,True,False,False,False,False,0.7397216974905731,16.99601312366161
133,False,True,False,False,False,0.5409833874560197,3.254203097019575
134,False,False,True,True,True,0.5524651127158958,12.718097345520066
135,False,False,False,True,False,0.5241020530558741,11.671736430307266
136,True,False,False,False,False,0.6234769662396578,19.895789523091974
137,True,True,True,True,False,0.96998341910496,21.77393704383806
138,True,False,False,False,False,0.310097745587504,20.61785948003758
139,False,True,True,True,True,0.9716062095125433,7.579439674437183
141,False,False,True,False,False,0.8355824575852088,18.634987255507493
146,False,True,False,False,True,0.2995122544260581,13.193739319114936
147,True,False,False,True,True,0.04616928812863508,20.507207932386617
148,False,False,True,False,True,0.29624025016999456,8.900273878423508
149,False,False,False,False,False,0.09705907353405097,7.842292131164662
150,True,False,False,True,False,0.3555227731441193,12.443521556729312
151,False,False,False,True,False,0.035337497218397296,15.280282563528319
152,False,False,False,False,False,0.9617974475781558,11.811570032528792
153,False,True,False,True,True,0.24653945098504182,10.118035985413014
154,False,False,False,True,True,0.21427971267280221,19.63855498753179
155,True,False,False,False,False,0.08584643857955243,14.3397729419095
156,True,False,False,False,False,0.10589531982543698,9.060451986140636
157,True,False,False,False,True,0.5771938750649781,16.72035412133539
158,True,False,False,False,True,0.48403677960183134,12.970610515368742
159,False,False,False,True,False,0.8777454191003833,12.26338670748492
160,True,False,False,True,True,0.027097635074719295,18.204145493756524
161,False,False,False,False,False,0.19389706395788886,13.011174606814041
163,False,False,False,False,False,0.25666298397317333,21.40398490843806
166,False,False,False,False,False,0.8811116393960599,4.0517156477560805
167,False,False,False,True,True,0.22426395358881202,13.267403295783163
169,True,False,False,False,False,0.6750177301036063,4.7229646858862955
170,True,False,False,False,False,0.15786329915477426,4.368921968488149
171,False,True,False,True,True,0.7193389981345046,14.11876677836722
172,False,False,False,False,False,0.6224806327695294,18.81156191394942
173,True,False,False,True,True,0.2143326418638798,3.1917104184953886
174,True,False,False,False,False,0.5645926996692531,21.95465123302965
175,False,False,False,True,True,0.03713478909767565,11.536627320378459
176,False,True,False,True,True,0.5797663315187108,2.556909409318478
177,False,False,False,False,False,0.762435001526587,12.562754671004795
178,False,True,False,True,True,0.10588324430950091,16.114625420058253
180,False,False,False,False,False,0.4337082809573227,12.467349289538754
181,False,True,False,True,True,0.357788934354085,21.43000603245602
182,False,False,False,False,True,0.501555072358107,21.167098011210587
183,False,False,True,False,False,0.648789068294695,3.444196679192975
184,False,False,False,True,False,0.22377260683584888,7.313900039526205
185,True,False,False,False,True,0.2243194413270947,6.690384466844167
186,True,False,True,False,False,0.9601144017875013,11.487268564976755
188,True,False,False,False,True,0.5178752581462033,7.532092509600515
189,False,False,False,False,True,0.5149826014494007,6.60557661375444
191,True,False,False,False,True,0.1575579784622798,13.210448098545902
192,False,False,False,True,True,0.44691124981033725,14.475111735470401
193,True,False,False,False,True,0.10183996346974555,3.511018424364783
194,True,False,False,False,False,0.5058210412856133,18.99497385072312
195,True,False,False,True,False,0.3474107304196269,4.207206129494715
196,True,False,False,True,True,0.22715453140799713,2.6283301817191322
197,False,True,False,False,False,0.9535618465961078,13.845620142461737
199,False,False,True,False,False,0.6217253682252201,6.666875808587941
200,False,False,False,False,False,0.516146343730723,2.454859336319724
201,True,True,True,False,False,0.9673301178627303,6.330013747762962
202,False,False,True,True,True,0.26768912419920554,9.543711966870625
203,False,False,False,False,True,0.6300510190025549,15.34203371713767
204,True,False,False,True,True,0.039067334068501935,15.200156203863946
205,True,False,False,False,True,0.044191188108607005,18.88172633283058
207,True,True,False,False,False,0.20024964698764347,14.953529066072463
208,False,False,False,False,False,0.7638491686420036,11.95627932072467
209,True,True,True,True,True,0.7507415783622394,3.649958139579699
210,False,False,False,False,False,0.5572512822763841,3.8424534587037678
213,False,True,False,False,True,0.7176221460771126,12.483945540358556
214,False,False,False,False,False,0.27349225734463734,21.92590861327351
215,False,False,False,True,True,0.06600880695776412,13.27895516976583
216,True,False,False,False,False,0.9421410016956321,16.121050943304624
217,False,False,True,True,True,0.11885493653129953,12.654436465152457
218,False,False,False,False,True,0.7859912486111216,10.74187184150964
220,False,False,False,True,True,0.221651404890156,10.67097391532754
221,True,False,False,False,False,0.6278850346431011,9.810678418460249
223,False,False,False,False,False,0.4099375324551595,20.803580642303565
224,True,False,False,False,False,0.5643684055400953,11.449312952883053
225,False,False,False,False,False,0.3054566989584422,11.970561902438746
227,False,False,True,False,True,0.7000330746799369,8.08772339995384
229,True,False,False,False,False,0.5238835549829538,11.44669582984849
232,False,False,False,False,False,0.9104341683531987,7.314199244161541
233,False,False,False,True,False,0.7864103558411073,20.90076579148029
234,False,False,False,False,False,0.34898234514392235,13.389575024800354
235,False,True,False,True,True,0.6694169736161206,4.783162158921646
236,False,False,True,True,True,0.8613192244903222,8.90148835163593
237,True,False,False,False,False,0.0829795879083175,15.250449107143536
238,True,False,False,False,False,0.46138828055415315,8.445783683450239
239,False,False,False,False,False,0.9317002739029075,13.89409788097958
242,False,False,False,False,False,0.4206814313029589,18.528743967618645
243,True,True,False,False,False,0.2386769753905923,13.708548724425349
244,True,False,False,False,True,0.5062050275549546,16.873891926131577
246,True,False,False,False,False,0.3929360871679577,7.009493868926245
248,True,False,False,False,False,0.45518314070147425,15.33315737582051
249,True,False,False,True,True,0.912118244924994,15.653965771996495
250,False,False,False,True,True,0.7867794490522398,8.09749012658739
251,False,False,False,False,False,0.15107763401432772,21.37485855188455
252,True,False,False,True,False,0.43349488175279904,6.794400984137484
253,True,False,False,False,False,0.042901511372955836,18.39783035604906
254,False,True,True,True,False,0.846852094773817,13.957361407713192
255,False,False,False,False,False,0.8428881563056084,9.97910619534186
257,False,False,False,False,False,0.5831691887337219,5.814802869972985
258,False,True,False,True,False,0.6724884762248979,20.572119375799325
259,True,False,False,True,True,0.9451215272359478,20.8985693235964
260,False,False,False,False,True,0.8749642153769364,9.824947056986675
261,True,False,True,True,True,0.7470317068577262,6.839596209310388
262,False,False,False,False,False,0.7250572292055095,4.95288758252889
263,True,False,False,False,False,0.23888428002241058,10.666349579384999
264,False,False,False,False,False,0.23953219223373978,19.9005159719362
266,False,False,False,True,True,0.9359511193319268,17.951939087626428
267,False,False,True,True,True,0.936966804410223,9.2797060307099
268,False,False,False,False,True,0.6991803982012614,19.2084745531085
269,False,False,False,False,True,0.09958222928280547,10.576323274963379
270,False,False,False,False,False,0.28366762484961217,9.74754114931493
271,False,False,False,True,False,0.1485298064074645,4.733722429480457
275,False,False,False,False,False,0.014624511658465456,9.048770372710749
276,False,False,False,False,False,0.12445585060243824,13.605760157229565
277,False,False,False,True,True,0.01863701380951388,20.46084176503998
278,False,False,False,False,False,0.22106317963139543,2.4465958196458297
279,True,False,False,False,False,0.5267340590127204,21.855839868255764
280,True,False,True,True,True,0.44091221096305955,10.13654867253457
281,False,False,True,False,False,0.7625810411548655,4.260185386478996
282,False,False,False,False,False,0.42889099242534456,18.015951972676913
283,False,True,False,True,True,0.5053678185213235,6.257882076391044
284,False,True,False,False,False,0.7302503317174028,3.3809978606684004
285,False,False,False,True,True,0.33402291471779144,18.36237353920189
286,False,False,False,False,False,0.49533495324896903,8.523492656850385
287,False,False,False,False,False,0.6655378518215513,2.52712840021095
288,False,False,False,True,True,0.4027721748281362,21.896945127788403
289,True,False,False,False,False,0.6167912962946174,10.528770067470603
290,False,False,False,True,True,0.7124748064991856,4.864200443645495
291,False,True,False,False,False,0.8841163070964443,7.824732450081305
292,False,False,False,True,True,0.2807441562622266,18.455796456928315
293,True,False,False,False,False,0.5014486708727819,21.30563551385139
294,False,True,False,False,False,0.3578488179919439,16.2627343120801
295,True,False,False,True,True,0.7572793053294912,14.336312144991135
296,False,False,False,True,True,0.9537809716165337,18.23024010192681
297,False,False,False,False,False,0.320847942888138,5.164048433690172
298,False,False,False,False,False,0.6382750509388638,19.419030523096552
299,False,False,True,False,True,0.6649527063889824,11.606392716146392
300,False,False,True,False,False,0.023412438919825918,17.00011565192031
301,True,False,True,False,False,0.07508518793627417,8.914461646342836
302,True,True,False,False,False,0.878337718486652,12.332903184912306
303,True,False,False,False,False,0.8844503863084502,17.6045308451811
304,True,False,False,False,False,0.8503299947673926,9.497361248051767
305,False,False,False,False,False,0.6312581068929101,7.710811783997349
307,True,False,True,False,False,0.5871724504811324,18.888136715153333
308,True,False,False,False,False,0.030552119411720313,4.201489190018493
309,False,False,True,False,False,0.12382069295909282,12.663967405569721
310,False,True,False,False,False,0.9323856826657063,7.035675413324574
311,False,False,False,False,False,0.45874490219061614,18.91646693243196
313,False,True,False,True,False,0.4846787861066858,7.149324732628324
314,False,False,True,False,False,0.6897375119265775,9.78457175541806
315,True,False,False,False,False,0.3772033490230734,14.91628586415101
316,False,False,False,False,False,0.9093874240371502,10.22692148654243
317,False,False,False,True,False,0.0926748965766071,16.689974772959463
320,True,False,True,False,False,0.7120562638080477,20.992101533074564
321,True,True,True,True,True,0.6058096395316365,9.82230458666789
322,False,False,False,False,False,0.013565600086182239,12.803536525180387
323,False,False,False,True,True,0.5057969318942143,15.249777993220256
324,True,False,False,True,True,0.5609812354454552,8.5477535538291
325,True,False,False,True,True,0.2484602955713887,9.29619765367724
326,False,False,False,False,False,0.276956483290267,7.662110867127228
327,False,False,False,False,False,0.9535956953161541,16.600558308606754
328,False,True,False,False,False,0.7679517712040596,2.4870074565332705
329,False,False,False,True,True,0.2527886500541875,12.519730535667296
330,False,False,False,True,False,0.5975838778862574,8.85743317365713
331,True,False,False,False,False,0.42580414608403805,17.47552396679052
332,False,False,False,False,True,0.8531354798771151,7.291424806361489
333,True,False,False,False,False,0.43723489347968136,2.9022332707482827
334,False,False,False,False,False,0.7899011229726658,3.6742819683182564
335,False,False,False,True,False,0.16321286774174304,8.568505631408033
336,False,False,False,True,True,0.18877796631582855,16.849617371734656
337,False,False,False,True,True,0.1577203738713362,18.9041042784275
338,True,False,True,True,False,0.26304125406443546,16.816692816899582
339,False,False,False,False,False,0.5393856974860293,3.26530884165726
341,False,False,False,False,False,0.19875422798551057,21.6749627937997
342,False,False,False,True,True,0.5579601007301643,13.360083922685904
343,False,True,False,False,False,0.6255613068144977,12.617047735265627
344,False,False,True,False,False,0.7898156256968181,3.767010811362617
345,True,True,False,True,True,0.8247959754818742,2.0439293470286173
346,True,False,True,False,False,0.8708042247554237,21.911476521523205
347,True,False,False,True,True,0.4435217119815341,14.049463912081077
348,False,False,False,False,True,0.4354458943039753,7.22508713226679
350,True,False,False,False,False,0.8957248557865795,4.439011012547649
351,True,False,False,True,True,0.5006558255486924,15.943892480349074
352,False,False,False,True,True,0.48861214757472093,18.834770933486528
353,False,True,False,True,True,0.8820998321849779,20.445979584428112
354,True,False,True,True,True,0.912282857081657,11.403068027203949
355,False,False,False,False,True,0.1615845658730103,16.799696052450415
356,True,False,False,True,True,0.4341067509172849,11.969612486768087
358,False,False,True,False,False,0.8333732246270161,16.971417975986377
359,False,False,False,False,True,0.7611303525853017,19.579131149008983
360,True,True,False,True,True,0.23494208053362975,5.263494065897206
361,False,False,False,False,False,0.9281146264153287,12.358194184430804
362,False,True,False,False,True,0.30844316371020764,3.3973552653288213
363,False,False,False,False,True,0.8724865285867853,8.248226046366469
364,True,False,False,True,True,0.9259219714606863,14.10480814533829
365,False,False,False,False,False,0.5141939318641598,11.75703526032074
366,False,True,False,False,False,0.6044842459354437,10.164259165170346
368,False,False,False,False,False,0.2746892451263637,10.466557111075588
370,False,False,True,True,True,0.3001967055185294,9.622376318298727
371,False,True,False,False,False,0.10402026445192902,2.287930744531739
372,False,False,False,False,True,0.2832675934430484,3.517699312939642
373,False,False,False,False,False,0.4609918308314265,21.82181474764267
374,True,False,False,False,False,0.11863955947024851,5.0346356194065205
375,False,False,False,True,True,0.08712108321929646,8.802160867097637
376,True,True,False,True,True,0.3869929403228186,3.486618367230612
377,True,False,False,False,False,0.011964571454581185,4.556631312754371
378,False,False,False,False,False,0.26682550815319217,3.4327786579896373
379,False,False,False,False,True,0.581731086384925,12.751874788717824
380,True,False,False,False,False,0.5131037946727964,4.17039683289467
381,False,False,False,False,False,0.8903475274605844,8.10282719835826
382,False,False,False,False,False,0.03454276580347426,6.745399995288972
383,False,False,True,True,True,0.44083334687021714,5.229358661162034
384,False,False,False,False,True,0.15840579393206988,7.143451995318207
385,False,True,False,True,True,0.567180191645735,5.548337649515982
386,False,False,False,False,False,0.3963613664126613,15.82303077314625
388,True,False,False,False,False,0.009371082004601239,21.410652693115736
389,False,False,False,False,False,0.7628304511129597,9.179604766886827
390,False,False,True,True,False,0.3885495141953128,19.472394404889073
391,True,False,True,False,True,0.5730589939447382,18.284934674827444
393,True,False,True,False,True,0.896485390661637,20.42049301739563
394,False,True,False,True,False,0.1564649908504806,8.111861654737744
396,False,False,False,True,True,0.408822253108753,16.082930952512335
398,True,False,False,False,False,0.17898619395354676,2.812764923910483
399,False,False,False,True,True,0.8588970443876932,18.37123992107249
400,True,False,True,False,False,0.31704164267355095,9.30011736004604
401,True,False,False,False,True,0.23125745516016305,5.709856028317866
402,True,False,False,True,True,0.859018359558125,20.423579980352354
404,False,False,False,False,False,0.2518247376035688,21.13695877874381
405,True,False,True,False,False,0.2659995721958809,11.999769557708095
406,True,True,False,False,False,0.34252546027911834,17.129452393995066
408,True,False,False,False,False,0.5200142208181069,18.997477084716948
409,False,False,False,False,False,0.7483643364403022,10.463874199327817
411,False,False,False,False,True,0.33877922673900684,19.772929167872363
412,True,False,False,False,True,0.3936984851671791,3.33583756279799
413,True,False,False,False,False,0.7205787381487353,3.6271369054276152
414,False,False,False,False,False,0.23770859731520255,12.289852617453912
415,False,False,False,True,True,0.1831411033749928,8.414147152617428
416,False,False,False,False,False,0.32815068186313334,7.086300663723955
417,False,False,False,False,False,0.990485863064325,4.6047060726029425
418,False,False,False,True,False,0.9119425451497228,2.960651559539345
419,True,False,False,False,False,0.6729884962788232,20.119002278919968
420,True,False,True,True,True,0.8859966090279482,14.57735039627018
421,False,False,True,True,True,0.5258075338089553,19.230337453591346
422,True,False,False,False,False,0.6156344575835908,20.9281632675237
423,False,False,False,True,True,0.022710013351412095,12.884024458905783
424,True,False,False,False,False,0.24452476465799267,4.016011510364026
425,True,False,False,True,True,0.8741849118422966,5.6253902638047
426,False,True,False,False,False,0.5441199004114526,7.3866096704621125
427,False,False,True,False,False,0.13792513792355765,6.400381705738163
428,True,False,False,True,False,0.3017945213832135,18.94399592818623
429,True,False,False,False,False,0.8630884230634877,7.538045375469267
430,False,False,False,True,True,0.2610331525016887,18.51816535211105
431,True,False,False,False,False,0.6214215712052985,9.869186857681534
432,False,False,True,False,False,0.6545371067009346,12.717292538812531
434,True,False,False,True,False,0.48224372030972285,19.27785754862949
435,True,False,False,False,False,0.6874025115792115,15.935894465350058
436,False,False,False,True,True,0.019973216384637893,9.361683390938161
437,False,False,False,False,False,0.13175271960047996,8.988664762289492
438,False,False,False,False,False,0.1323565994265159,19.093064338182383
439,False,False,False,False,False,0.4583816119206465,20.198214863747303
440,False,False,False,False,False,0.2530584679771982,20.05116290002401
441,False,True,False,False,True,0.1571992590707465,13.125138473781702
442,True,False,False,False,False,0.17110324220031992,16.46221343908395
444,False,False,False,True,True,0.9743777840402601,6.6513976483127495
446,False,False,False,False,False,0.14522162092112123,10.670338698518966
448,False,True,False,True,True,0.7717062577033998,11.142348041797462
449,False,False,True,False,False,0.21396994718836027,3.465049990880327
450,False,True,False,False,True,0.3957564075658384,4.071602827724774
451,False,False,False,False,True,0.6114649996562233,17.126820600003356
452,True,False,False,False,False,0.8917885038205975,12.663854055328946
455,False,False,True,True,True,0.6097767683485957,13.500622377721758
456,True,False,True,False,False,0.23982600504164764,12.178142704671952
458,False,False,True,False,True,0.2942293090136977,5.037432387889448
459,False,True,False,False,False,0.8653091971938174,15.828694619758245
460,False,True,False,False,False,0.9190252822222553,12.860071146063365
461,True,False,False,False,True,0.3621598826226642,14.966164441398469
462,False,False,True,True,True,0.09476557610467862,21.30049189783409
463,True,False,False,False,False,0.9779349447209974,6.7873633948884216
464,False,False,False,True,True,0.9663145798718249,9.252290765475369
465,False,False,False,True,True,0.8057848987925942,12.827160171704175
466,False,False,False,False,False,0.00617791923694988,4.14730451282289
467,False,False,False,False,False,0.127452935773964,11.221857555271356
468,False,False,False,True,True,0.2547092650086237,4.21505552102276
469,False,True,False,False,True,0.11337608499477392,3.164547484924068
470,False,False,False,True,True,0.0399019063266024,13.774615566623067
471,True,False,False,False,False,0.15451037780749188,4.643856490892191
472,False,False,False,True,False,0.5202923776149825,17.006597223083915
473,False,False,False,False,False,0.5749457668326239,21.547801112308903
474,False,False,False,False,False,0.9668778756657842,14.767794790734818
476,False,False,False,False,False,0.38791970016889243,12.130111514782262
477,False,False,False,True,True,0.6749083099372986,2.752768235465515
478,False,False,False,False,False,0.7758538201992535,11.32245440817998
479,False,False,False,True,True,0.7180386686582915,9.491763585946545
480,False,True,False,False,False,0.12612299939622984,7.967955820267066
481,False,False,False,False,False,0.696854148456301,10.575953220166799
482,False,True,False,False,False,0.3666135125713511,8.10237703534266
483,False,True,False,True,False,0.6424661178445376,13.455991917895215
485,False,False,True,False,False,0.391608553136484,7.247146286857345
486,True,False,True,True,False,0.905417712747416,14.134747103339913
488,True,False,False,False,False,0.6063454188792408,8.55056100245109
489,False,False,True,True,True,0.9704148799113386,19.97900586358244
490,False,False,False,True,False,0.407922031050563,5.740374142632234
491,False,False,True,False,False,0.5300672982212925,7.863107320808725
492,False,False,True,True,True,0.5004028686383339,15.432449033864824
493,True,False,True,False,False,0.24572850422510328,4.790802074825491
494,False,False,False,True,True,0.08101321682320484,12.963039870338777
496,True,False,False,False,False,0.42545796897685895,21.649450486430254
497,False,False,False,False,True,0.05484290539440018,17.363199708899533
498,False,False,False,True,True,0.7877645375136374,7.796120000940325
499,False,False,True,True,True,0.11392769627898991,10.025149193450376
500,False,False,False,True,True,0.564686120928244,4.538853965090833
501,False,False,False,True,True,0.31062817745938487,5.362659732366726
502,False,False,False,True,True,0.1687399294638282,12.877552315422614
503,False,False,False,True,True,0.44241917104654094,8.39439028294554
504,True,False,False,False,False,0.9881043977014542,19.132261901267213
505,False,False,False,True,False,0.5684194108927605,3.336747232214488
506,False,False,True,True,True,0.8458948924529723,19.168675526636058
508,False,False,False,False,False,0.539440132494536,19.367216739341387
509,False,False,True,True,True,0.8045348846068,11.556732338017165
510,False,False,False,True,True,0.9365598506866185,6.339024908069824
512,True,False,False,False,False,0.7671849261506457,6.857379418333812
513,True,False,False,True,True,0.0018315663786439007,4.3000988908315145
514,False,False,False,True,True,0.3047119233107559,12.220633788649128
515,False,False,False,True,True,0.9069828312399792,12.19422470465775
516,False,False,False,False,False,0.4102714476030803,15.06551711591295
518,False,False,False,False,True,0.25629999567652373,2.129695659412774
519,True,False,False,False,True,0.6606186677751132,8.90052154133085
520,False,False,True,True,True,0.4442609024242058,17.2398144941168
521,True,False,False,False,False,0.3629218286792848,14.953126052058883
522,True,False,True,False,True,0.7811856649441545,17.615557290426878
523,True,False,False,False,False,0.02755212176463917,20.378511668964553
526,True,False,False,False,False,0.655669778882609,6.1440960934400835
527,False,False,True,False,False,0.7449406513693093,13.877824044877785
530,False,False,False,False,False,0.5894096050992914,14.762259899909976
532,True,False,True,False,False,0.6347607387757551,20.95297757626051
533,True,False,True,False,False,0.2571981890101568,3.9215868983492967
534,True,False,False,False,True,0.43204222718924856,10.311682876352098
535,True,False,False,False,True,0.15085466823584126,16.490237976064684
536,True,False,False,False,False,0.4082039984894461,19.906100238661093
537,True,False,False,False,False,0.23905921270411534,5.100961851795616
541,False,False,True,True,True,0.019194907571513986,4.993060276234849
542,False,True,True,False,False,0.7098304133688865,13.665281061847537
544,False,False,False,False,True,0.012450514282964509,3.511499435803061
546,False,False,False,True,True,0.05176732591403421,12.988164357117814
547,False,False,False,False,False,0.5466272646951216,9.39647271059848
549,False,False,True,True,True,0.6726833499957138,16.9522888467364
550,False,False,False,False,False,0.6088017797025707,17.506093440685852
552,False,False,False,False,True,0.2589601681904107,18.544002285777246
553,False,False,False,True,False,0.6014516935230432,16.274369042361947
554,False,True,False,True,False,0.7230237327882776,12.896214249264764
555,True,False,False,False,False,0.41848386572632046,21.474816007335086
556,False,False,False,True,True,0.1488013580017069,4.993937176176482
557,True,False,False,False,False,0.3874184501172624,21.926947033731814
560,False,False,False,True,False,0.2292337591615421,9.850656743110669
561,False,False,True,False,False,0.7217115546002324,10.521366721983954
562,True,False,False,False,True,0.6790460272277355,9.362067071492566
563,False,False,True,False,False,0.9529708155860616,16.980305953608312
564,True,False,False,False,False,0.6313604951028241,8.259981002203446
565,False,False,False,True,True,0.8530320861703384,4.955738900151226
568,False,False,False,False,True,0.6040899940553831,7.8576917958701324
569,False,False,False,False,False,0.07684559844093652,8.367821118106967
570,False,False,False,False,False,0.9257360499755776,5.299285644444505
571,False,False,False,False,False,0.37362925945161396,12.099515190600918
572,True,False,False,False,False,0.3322542494317323,7.768128306592226
573,False,False,True,False,False,0.4350515734024548,5.815992699942186
574,True,False,False,True,True,0.3916266909802485,15.620887383105174
575,False,False,True,False,True,0.14929830816116962,5.045294479455107
576,False,False,True,True,True,0.39396912720645005,15.47454786186759
577,False,False,False,False,False,0.6771815183856243,3.268373847328186
578,False,False,True,False,False,0.7397525856791031,2.3787070671018555
579,False,False,False,False,False,0.586531646741442,15.280129196602688
